Fall,College,Degree,Major Name,Concentration Name,Total,Male,Female,Unknown,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,Multiracial,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian,Illinois,Non-Illinois
1989,Fine and Applied Arts,,Art Education,,42,11,31,0,38,1,1,2,0,0,0,0,0,0,0,0,0,42,0
1989,Fine and Applied Arts,,Art Education,,35,6,29,2,18,1,2,1,0,0,0,11,0,0,0,0,0,21,14
1990,Fine and Applied Arts,,Art Education,,32,15,17,0,24,2,4,2,0,0,0,0,0,0,0,0,0,32,0
1990,Fine and Applied Arts,,Art Education,,36,9,27,1,21,1,2,2,0,0,0,9,0,0,0,0,0,21,15
1991,Fine and Applied Arts,,Art Education,,45,12,33,0,33,7,3,2,0,0,0,0,0,0,0,0,0,44,1
1991,Fine and Applied Arts,,Art Education,,42,12,30,2,27,1,2,1,0,0,0,9,0,0,0,0,0,23,19
1992,Fine and Applied Arts,,Art Education,,42,6,36,0,30,7,3,2,0,0,0,0,0,0,0,0,0,41,1
1992,Fine and Applied Arts,,Art Education,,37,11,26,1,19,1,4,1,0,0,0,11,0,0,0,0,0,18,19
1993,Fine and Applied Arts,,Art Education,,61,13,48,0,52,5,3,1,0,0,0,0,0,0,0,0,0,60,1
1993,Fine and Applied Arts,,Art Education,,40,18,22,1,22,0,5,1,0,0,0,11,0,0,0,0,0,16,24
1994,Fine and Applied Arts,,Art Education,,55,11,44,1,50,2,2,0,0,0,0,0,0,0,0,0,0,54,1
1994,Fine and Applied Arts,,Art Education,,39,14,25,1,20,1,4,2,0,0,0,11,0,0,0,0,0,18,21
1995,Fine and Applied Arts,,Art Education,,83,15,68,0,67,12,4,0,0,0,0,0,0,0,0,0,0,81,2
1995,Fine and Applied Arts,,Art Education,,43,14,29,1,24,3,2,3,0,0,0,10,0,0,0,0,0,26,17
1996,Fine and Applied Arts,,Art Education,,82,20,62,0,65,13,1,2,0,0,0,1,0,0,0,0,0,79,3
1996,Fine and Applied Arts,,Art Education,,40,12,28,0,22,3,2,1,0,0,0,12,0,0,0,0,0,21,19
1997,Fine and Applied Arts,,Art Education,,70,15,55,0,55,10,0,3,0,0,0,2,0,0,0,0,0,66,4
1997,Fine and Applied Arts,,Art Education,,40,8,32,1,20,5,3,2,0,0,0,9,0,0,0,0,0,22,18
1998,Fine and Applied Arts,,Art Education,,65,15,50,0,53,6,0,5,0,0,0,1,0,0,0,0,0,63,2
1998,Fine and Applied Arts,,Art Education,,36,10,26,1,17,5,4,1,0,0,0,8,0,0,0,0,0,18,18
1999,Fine and Applied Arts,,Art Education,,87,19,68,1,72,5,0,9,0,0,0,0,0,0,0,0,0,86,1
1999,Fine and Applied Arts,,Art Education,,38,12,26,2,21,4,2,2,0,0,0,7,0,0,0,0,0,20,18
2000,Fine and Applied Arts,,Art Education,,76,18,58,1,66,4,0,5,0,0,0,0,0,0,0,0,0,74,2
2000,Fine and Applied Arts,,Art Education,,28,5,23,3,12,2,2,1,0,0,0,8,0,0,0,0,0,15,13
2001,Fine and Applied Arts,,Art Education,,73,12,61,2,58,7,0,5,0,0,0,1,0,0,0,0,0,69,4
2001,Fine and Applied Arts,,Art Education,,27,4,23,6,10,0,3,0,0,0,0,8,0,0,0,0,0,15,12
2002,Fine and Applied Arts,,Art Education,,66,8,58,0,51,10,1,2,0,0,0,2,0,0,0,0,0,60,6
2002,Fine and Applied Arts,,Art Education,,32,6,26,3,18,1,1,1,0,0,0,8,0,0,0,0,0,19,13
2003,Fine and Applied Arts,,Art Education,,72,12,60,0,52,15,1,3,0,0,0,1,0,0,0,0,0,66,6
2003,Fine and Applied Arts,,Art Education,,26,4,22,3,14,2,0,1,0,0,0,6,0,0,0,0,0,17,9
2018,Fine and Applied Arts,BFA,Art Education,,36,2,34,0,23,4,4,2,0,0,3,0,0,4,1,0,6,35,1
2018,Fine and Applied Arts,EDM,Art Education,,4,1,3,0,2,1,0,1,0,0,0,0,0,0,0,0,1,3,1
2018,Fine and Applied Arts,MA,Art Education,,6,0,6,0,3,0,1,0,0,0,0,2,0,1,0,0,0,3,3
2018,Fine and Applied Arts,PHD,Art Education,,8,0,8,0,2,0,0,2,0,0,0,4,0,0,1,0,0,4,4
2017,Fine and Applied Arts,BFA,Art Education,,32,1,30,1,20,5,2,5,0,0,0,0,0,2,0,0,5,30,2
2017,Fine and Applied Arts,EDM,Art Education,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,Fine and Applied Arts,MA,Art Education,,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2017,Fine and Applied Arts,PHD,Art Education,,6,1,5,0,1,0,0,1,0,0,0,4,0,0,0,0,0,2,4
2016,Fine and Applied Arts,BFA,Art Education,,31,3,28,0,19,3,1,7,0,0,1,0,0,1,0,0,4,31,0
2016,Fine and Applied Arts,EDM,Art Education,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,Fine and Applied Arts,MA,Art Education,,2,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2016,Fine and Applied Arts,PHD,Art Education,,5,1,4,0,2,0,0,0,0,0,0,3,0,0,0,0,0,2,3
2015,Fine and Applied Arts,BFA,Art Education,,25,4,21,0,16,3,0,6,0,0,0,0,0,0,0,0,4,25,0
2015,Fine and Applied Arts,EDM,Art Education,,2,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0
2015,Fine and Applied Arts,MA,Art Education,,4,1,3,0,1,1,0,0,0,0,0,2,0,0,0,0,1,0,4
2015,Fine and Applied Arts,PHD,Art Education,,11,4,7,0,6,0,0,0,0,0,0,5,0,0,0,0,0,4,7
2014,Fine and Applied Arts,BFA,Art Education,,30,4,26,0,21,2,1,6,0,0,0,0,0,1,0,0,3,30,0
2014,Fine and Applied Arts,EDM,Art Education,,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2014,Fine and Applied Arts,MA,Art Education,,3,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,1
2014,Fine and Applied Arts,PHD,Art Education,,14,7,7,0,7,0,0,0,0,0,0,7,0,0,0,0,0,4,10
2013,Fine and Applied Arts,EDM,Art Education,,3,1,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,1
2013,Fine and Applied Arts,MA,Art Education,,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1
2013,Fine and Applied Arts,PHD,Art Education,,13,6,7,0,6,0,0,0,0,0,0,7,0,0,0,0,0,5,8
2013,Fine and Applied Arts,BFA,Art Education,,44,8,36,0,31,4,2,6,0,0,0,0,1,2,0,0,0,44,0
2012,Fine and Applied Arts,EDM,Art Education,,5,1,4,0,3,0,0,0,0,0,0,2,0,0,0,0,0,3,2
2012,Fine and Applied Arts,PHD,Art Education,,14,6,8,0,8,0,0,0,0,0,0,6,0,0,0,0,0,7,7
2012,Fine and Applied Arts,BFA,Art Education,,44,9,35,0,35,2,1,5,0,0,0,0,1,1,0,0,0,44,0
2012,Fine and Applied Arts,MA,Art Education,,8,1,7,0,4,2,1,0,0,0,0,1,0,1,0,0,0,6,2
2011,Fine and Applied Arts,EDM,Art Education,,5,1,4,0,4,0,0,0,0,0,0,1,0,0,0,0,0,3,2
2011,Fine and Applied Arts,MA,Art Education,,5,0,5,0,2,2,0,0,0,0,0,1,0,0,0,0,0,4,1
2011,Fine and Applied Arts,PHD,Art Education,,13,6,7,0,6,0,0,0,0,0,0,7,0,0,0,0,0,5,8
2003,Business,,Computer Science,,16,15,1,1,6,5,0,0,0,0,0,4,0,0,0,0,0,9,7
2003,Business,,Computer Science,,5,5,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,4,1
2003,Business,,Computer Science,,87,70,17,3,36,18,2,0,0,0,0,28,0,0,0,0,0,28,59
1981,Business,,Computer Science,,167,148,19,1,110,19,0,2,0,0,0,35,0,0,0,0,0,52,115
1982,Business,,Computer Science,,212,184,28,2,133,20,1,3,0,0,0,53,0,0,0,0,0,59,153
1983,Business,,Computer Science,,247,215,32,4,149,21,1,4,0,0,0,68,0,0,0,0,0,67,180
2003,Business,,Computer Science,,340,281,59,5,79,15,2,1,1,0,0,237,0,0,0,0,0,26,314
1980,Business,,Computer Science,,69,44,25,1,52,5,0,0,0,0,0,11,0,0,0,0,0,36,33
1981,Business,,Computer Science,,79,45,34,2,62,9,0,2,0,0,0,4,0,0,0,0,0,57,22
1982,Business,,Computer Science,,106,71,35,0,87,14,0,3,0,0,0,2,0,0,0,0,0,86,20
1983,Business,,Computer Science,,120,81,39,4,93,18,0,3,0,0,0,2,0,0,0,0,0,99,21
1984,Business,,Computer Science,,81,51,30,3,64,10,0,2,0,0,0,2,0,0,0,0,0,65,16
1985,Business,,Computer Science,,57,32,25,1,44,8,2,0,0,0,0,2,0,0,0,0,0,40,17
1986,Business,,Computer Science,,49,28,21,2,40,2,1,0,0,0,0,4,0,0,0,0,0,36,13
1987,Business,,Computer Science,,40,20,20,0,31,3,1,0,0,0,0,5,0,0,0,0,0,27,13
1988,Business,,Computer Science,,25,10,15,0,15,3,1,0,0,0,0,6,0,0,0,0,0,13,12
1989,Business,,Computer Science,,17,12,5,0,8,3,0,0,0,0,0,6,0,0,0,0,0,10,7
1990,Business,,Computer Science,,15,11,4,0,7,1,0,0,0,0,0,7,0,0,0,0,0,8,7
1991,Business,,Computer Science,,26,18,8,2,13,3,1,0,0,0,0,7,0,0,0,0,0,16,10
1992,Business,,Computer Science,,33,20,13,2,17,2,0,0,0,0,0,12,0,0,0,0,0,17,16
1993,Business,,Computer Science,,36,26,10,5,15,0,0,0,0,0,0,16,0,0,0,0,0,17,19
1994,Business,,Computer Science,,40,28,12,2,19,0,0,0,0,0,0,19,0,0,0,0,0,16,24
1995,Business,,Computer Science,,27,17,10,0,11,0,0,1,0,0,0,15,0,0,0,0,0,10,17
1996,Business,,Computer Science,,35,21,14,0,9,1,0,0,0,0,0,25,0,0,0,0,0,6,29
1997,Business,,Computer Science,,46,30,16,0,14,3,0,0,0,0,0,29,0,0,0,0,0,8,38
1998,Business,,Computer Science,,43,32,11,0,20,2,0,0,0,0,0,21,0,0,0,0,0,18,25
1999,Business,,Computer Science,,52,31,21,0,13,3,0,0,0,0,0,36,0,0,0,0,0,9,43
2000,Business,,Computer Science,,40,30,10,0,10,4,0,0,1,0,0,25,0,0,0,0,0,6,34
2001,Business,,Computer Science,,25,20,5,2,10,3,0,0,1,0,0,9,0,0,0,0,0,10,15
2002,Business,,Computer Science,,26,17,9,0,12,4,0,1,1,0,0,8,0,0,0,0,0,10,16
2003,Business,,Computer Science,,29,21,8,1,15,5,1,0,0,0,0,7,0,0,0,0,0,13,16
1983,Business,,Computer Science,,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1980,Business,,Computer Science,,148,133,15,1,95,14,1,1,0,0,0,36,0,0,0,0,0,46,102
1984,Business,,Computer Science,,253,221,32,4,161,22,2,2,0,0,0,62,0,0,0,0,0,81,172
1985,Business,,Computer Science,,313,269,44,6,201,39,1,2,0,0,0,64,0,0,0,0,0,112,201
1986,Business,,Computer Science,,362,319,43,2,230,39,1,2,1,0,0,87,0,0,0,0,0,136,226
1987,Business,,Computer Science,,354,315,39,3,204,33,2,2,1,0,0,109,0,0,0,0,0,105,249
1988,Business,,Computer Science,,372,332,40,2,200,31,3,1,1,0,0,134,0,0,0,0,0,113,259
1989,Business,,Computer Science,,375,332,43,0,202,39,2,2,0,0,0,130,0,0,0,0,0,114,261
1990,Business,,Computer Science,,382,338,44,6,197,43,3,1,0,0,0,132,0,0,0,0,0,110,272
1991,Business,,Computer Science,,377,333,44,2,190,37,1,0,0,0,0,147,0,0,0,0,0,94,283
1992,Business,,Computer Science,,359,323,36,3,174,39,2,1,0,0,0,140,0,0,0,0,0,92,267
1993,Business,,Computer Science,,388,335,53,4,176,42,1,1,0,0,0,164,0,0,0,0,0,99,289
1994,Business,,Computer Science,,391,336,55,6,160,47,2,2,0,0,0,174,0,0,0,0,0,89,302
1995,Business,,Computer Science,,342,292,50,2,128,44,2,2,0,0,0,164,0,0,0,0,0,81,261
1996,Business,,Computer Science,,317,266,51,4,109,36,1,3,0,0,0,164,0,0,0,0,0,66,251
1997,Business,,Computer Science,,317,265,52,6,95,28,0,3,0,0,0,185,0,0,0,0,0,54,263
1998,Business,,Computer Science,,313,253,60,6,75,24,0,2,0,0,0,206,0,0,0,0,0,44,269
1999,Business,,Computer Science,,332,275,57,1,66,25,1,2,0,0,0,237,0,0,0,0,0,39,293
2000,Business,,Computer Science,,360,289,71,3,83,22,3,2,0,0,0,247,0,0,0,0,0,46,314
2001,Business,,Computer Science,,412,341,71,4,101,34,1,1,1,0,0,270,0,0,0,0,0,53,359
2002,Business,,Computer Science,,448,370,78,9,120,35,2,1,1,0,0,280,0,0,0,0,0,57,391
2011,Fine and Applied Arts,BFA,Art Education,,59,10,48,1,47,1,2,6,0,0,2,0,1,3,2,0,0,58,1
2010,Fine and Applied Arts,EDM,Art Education,,9,1,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8,1
2010,Fine and Applied Arts,MA,Art Education,,5,0,5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,4,1
2010,Fine and Applied Arts,PHD,Art Education,,12,5,7,0,5,0,0,0,0,0,0,7,0,0,0,0,0,5,7
2010,Fine and Applied Arts,BFA,Art Education,,65,12,53,0,56,1,1,4,0,0,1,1,1,2,2,0,0,63,2
2009,Fine and Applied Arts,BFA,Art Education,,65,15,50,0,55,3,1,5,1,0,0,0,0,0,0,0,0,64,1
2009,Fine and Applied Arts,MA,Art Education,,14,1,13,0,12,2,0,0,0,0,0,0,0,0,0,0,0,13,1
2009,Fine and Applied Arts,PHD,Art Education,,10,3,7,0,5,1,0,0,0,0,0,4,0,0,0,0,0,5,5
2008,Fine and Applied Arts,BFA,Art Education,,74,11,63,0,64,3,0,5,1,0,0,1,0,0,0,0,0,73,1
2008,Fine and Applied Arts,MA,Art Education,,19,4,15,0,16,1,0,1,0,0,0,1,0,0,0,0,0,17,2
2008,Fine and Applied Arts,PHD,Art Education,,12,3,9,0,5,2,1,0,0,0,0,4,0,0,0,0,0,2,10
2007,Fine and Applied Arts,BFA,Art Education,,77,10,67,0,69,3,0,3,1,0,0,1,0,0,0,0,0,77,0
2007,Fine and Applied Arts,MA,Art Education,,16,3,13,0,14,1,0,1,0,0,0,0,0,0,0,0,0,16,0
2007,Fine and Applied Arts,PHD,Art Education,,2,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2007,Fine and Applied Arts,EDD,Art Education,,13,2,11,0,3,2,0,0,0,0,0,8,0,0,0,0,0,3,10
2006,Fine and Applied Arts,BFA,Art Education,,79,11,68,0,72,5,1,0,1,0,0,0,0,0,0,0,0,79,0
2006,Fine and Applied Arts,MA,Art Education,,15,5,10,0,12,1,0,1,0,0,0,1,0,0,0,0,0,11,4
2006,Fine and Applied Arts,EDD,Art Education,,14,2,12,0,4,2,0,0,0,0,0,8,0,0,0,0,0,4,10
2005,Fine and Applied Arts,BFA,Art Education,,78,10,68,0,73,3,2,0,0,0,0,0,0,0,0,0,0,78,0
2005,Fine and Applied Arts,MA,Art Education,,16,5,11,0,12,2,1,0,0,0,0,1,0,0,0,0,0,10,6
2005,Fine and Applied Arts,EDD,Art Education,,12,2,10,0,5,1,0,0,0,0,0,6,0,0,0,0,0,4,8
2004,Fine and Applied Arts,BFA,Art Education,,74,8,66,0,66,5,2,1,0,0,0,0,0,0,0,0,0,72,2
2004,Fine and Applied Arts,EDD,Art Education,,10,3,7,0,4,1,0,0,0,0,0,5,0,0,0,0,0,3,7
2004,Fine and Applied Arts,MA,Art Education,,22,7,15,0,17,2,1,0,0,0,0,2,0,0,0,0,0,14,8
2018,Fine and Applied Arts,NONE,Art Foundation,,15,3,12,0,3,3,4,1,0,0,0,3,1,4,0,0,3,11,4
2017,Fine and Applied Arts,NONE,Art Foundation,,20,6,14,0,9,0,2,1,0,0,2,5,1,4,0,0,0,15,5
2016,Fine and Applied Arts,NONE,Art Foundation,,29,7,22,0,14,3,3,3,0,0,1,5,0,4,0,0,3,22,7
2015,Fine and Applied Arts,NONE,Art Foundation,,115,43,72,0,47,17,5,11,0,0,8,27,0,7,1,0,22,80,35
2014,Fine and Applied Arts,NONE,Art Foundation,,118,36,82,0,49,22,5,15,0,0,3,24,0,6,1,0,26,87,31
2013,Fine and Applied Arts,NONE,Art Foundation,,121,42,79,0,61,14,4,11,0,0,6,24,1,7,4,0,0,89,32
2012,Fine and Applied Arts,NONE,Art Foundation,,123,32,91,0,59,19,11,12,0,0,1,20,1,13,0,0,0,90,33
2011,Fine and Applied Arts,NONE,Art Foundation,,108,34,74,0,62,21,7,8,0,0,0,10,0,7,0,0,0,93,15
2010,Fine and Applied Arts,NONE,Art Foundation,,150,58,92,0,85,26,10,10,1,0,1,13,4,11,1,0,0,131,19
2009,Fine and Applied Arts,NONE,Art Foundation,,140,47,93,0,83,24,10,10,0,0,0,8,5,0,0,0,0,126,14
2008,Fine and Applied Arts,NONE,Art Foundation,,146,41,105,0,97,14,4,9,0,0,0,19,3,0,0,0,0,121,25
2007,Fine and Applied Arts,NONE,Art Foundation,,139,47,92,0,94,20,5,10,0,0,0,10,0,0,0,0,0,120,19
2006,Fine and Applied Arts,NONE,Art Foundation,,130,50,80,0,86,22,4,9,0,0,0,6,3,0,0,0,0,115,15
1980,Fine and Applied Arts,,Art History,,37,11,26,0,37,0,0,0,0,0,0,0,0,0,0,0,0,22,15
1981,Fine and Applied Arts,,Art History,,36,10,26,1,34,0,1,0,0,0,0,0,0,0,0,0,0,22,14
1982,Fine and Applied Arts,,Art History,,31,8,23,1,26,1,1,0,0,0,0,2,0,0,0,0,0,17,14
1983,Fine and Applied Arts,,Art History,,38,10,28,0,29,2,1,1,0,0,0,5,0,0,0,0,0,23,15
1984,Fine and Applied Arts,,Art History,,35,8,27,0,28,3,1,0,0,0,0,3,0,0,0,0,0,19,16
1985,Fine and Applied Arts,,Art History,,31,9,22,1,25,2,0,0,0,0,0,3,0,0,0,0,0,14,17
1986,Fine and Applied Arts,,Art History,,30,9,21,0,21,2,0,0,0,0,0,7,0,0,0,0,0,11,19
1987,Fine and Applied Arts,,Art History,,40,11,29,1,30,2,0,0,0,0,0,7,0,0,0,0,0,19,21
1988,Fine and Applied Arts,,Art History,,41,13,28,1,30,2,0,0,0,0,0,8,0,0,0,0,0,20,21
1989,Fine and Applied Arts,,Art History,,39,7,32,0,30,2,1,0,0,0,0,6,0,0,0,0,0,18,21
1990,Fine and Applied Arts,,Art History,,46,5,41,2,35,3,1,0,0,0,0,5,0,0,0,0,0,24,22
1991,Fine and Applied Arts,,Art History,,42,9,33,1,35,1,0,0,0,0,0,5,0,0,0,0,0,22,20
1992,Fine and Applied Arts,,Art History,,42,9,33,1,35,1,0,0,0,0,0,5,0,0,0,0,0,21,21
1993,Fine and Applied Arts,,Art History,,46,6,40,1,40,0,1,1,0,0,0,3,0,0,0,0,0,22,24
1994,Fine and Applied Arts,,Art History,,39,5,34,1,33,0,1,1,0,0,0,3,0,0,0,0,0,16,23
1995,Fine and Applied Arts,,Art History,,32,9,23,0,22,1,2,1,0,0,0,6,0,0,0,0,0,10,22
1996,Fine and Applied Arts,,Art History,,27,4,23,0,22,0,0,1,0,0,0,4,0,0,0,0,0,12,15
1997,Fine and Applied Arts,,Art History,,29,3,26,0,22,0,0,1,0,0,0,6,0,0,0,0,0,13,16
1998,Fine and Applied Arts,,Art History,,27,3,24,0,19,0,0,1,0,0,0,7,0,0,0,0,0,10,17
1999,Fine and Applied Arts,,Art History,,35,7,28,0,21,1,0,2,0,0,0,11,0,0,0,0,0,16,19
2000,Fine and Applied Arts,,Art History,,28,5,23,0,16,1,0,2,0,0,0,9,0,0,0,0,0,13,15
2001,Fine and Applied Arts,,Art History,,28,4,24,1,19,0,1,2,0,0,0,5,0,0,0,0,0,13,15
2002,Fine and Applied Arts,,Art History,,25,3,22,2,13,0,1,3,0,0,0,6,0,0,0,0,0,10,15
2003,Fine and Applied Arts,,Art History,,30,4,26,2,16,1,2,3,0,0,0,6,0,0,0,0,0,11,19
1980,Fine and Applied Arts,,Art History,,22,3,19,0,21,0,1,0,0,0,0,0,0,0,0,0,0,22,0
1981,Fine and Applied Arts,,Art History,,40,11,29,0,36,0,1,2,0,0,0,1,0,0,0,0,0,38,2
1982,Fine and Applied Arts,,Art History,,32,8,24,0,29,1,0,2,0,0,0,0,0,0,0,0,0,30,2
1983,Fine and Applied Arts,,Art History,,49,11,38,0,47,1,0,1,0,0,0,0,0,0,0,0,0,48,1
1984,Fine and Applied Arts,,Art History,,35,11,24,5,28,0,1,1,0,0,0,0,0,0,0,0,0,33,2
1985,Fine and Applied Arts,,Art History,,44,12,32,1,40,1,0,1,0,0,0,1,0,0,0,0,0,41,3
1986,Fine and Applied Arts,,Art History,,42,10,32,1,36,2,1,0,0,0,0,2,0,0,0,0,0,40,2
1987,Fine and Applied Arts,,Art History,,38,8,30,1,36,1,0,0,0,0,0,0,0,0,0,0,0,37,1
1988,Fine and Applied Arts,,Art History,,32,7,25,1,29,0,1,1,0,0,0,0,0,0,0,0,0,30,2
1989,Fine and Applied Arts,,Art History,,34,6,28,0,27,3,0,2,1,0,0,1,0,0,0,0,0,30,4
1990,Fine and Applied Arts,,Art History,,35,8,27,0,30,1,1,3,0,0,0,0,0,0,0,0,0,32,3
1991,Fine and Applied Arts,,Art History,,58,10,48,0,46,10,1,1,0,0,0,0,0,0,0,0,0,55,3
1992,Fine and Applied Arts,,Art History,,55,8,47,0,42,11,1,1,0,0,0,0,0,0,0,0,0,51,4
1993,Fine and Applied Arts,,Art History,,65,9,56,1,56,6,1,1,0,0,0,0,0,0,0,0,0,62,3
1994,Fine and Applied Arts,,Art History,,66,16,50,1,50,10,2,3,0,0,0,0,0,0,0,0,0,63,3
1995,Fine and Applied Arts,,Art History,,51,14,37,1,42,6,0,2,0,0,0,0,0,0,0,0,0,50,1
1996,Fine and Applied Arts,,Art History,,45,12,33,1,37,3,2,2,0,0,0,0,0,0,0,0,0,42,3
1997,Fine and Applied Arts,,Art History,,37,12,25,1,29,4,2,1,0,0,0,0,0,0,0,0,0,35,2
1998,Fine and Applied Arts,,Art History,,25,6,19,1,20,3,1,0,0,0,0,0,0,0,0,0,0,25,0
1999,Fine and Applied Arts,,Art History,,27,8,19,0,23,4,0,0,0,0,0,0,0,0,0,0,0,26,1
2000,Fine and Applied Arts,,Art History,,38,9,29,1,29,6,0,1,0,0,0,1,0,0,0,0,0,33,5
2001,Fine and Applied Arts,,Art History,,28,7,21,1,24,1,0,2,0,0,0,0,0,0,0,0,0,25,3
2002,Fine and Applied Arts,,Art History,,24,5,19,0,16,3,2,3,0,0,0,0,0,0,0,0,0,23,1
2003,Fine and Applied Arts,,Art History,,26,4,22,0,18,3,2,2,0,0,0,1,0,0,0,0,0,24,2
2018,Fine and Applied Arts,MA,Art History,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018,Fine and Applied Arts,PHD,Art History,,13,1,12,0,7,1,0,2,0,0,0,3,0,1,0,0,1,2,11
2017,Fine and Applied Arts,MA,Art History,,3,0,3,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,3
2017,Fine and Applied Arts,PHD,Art History,,16,2,14,0,10,1,0,2,0,0,0,3,0,1,0,0,1,6,10
2016,Fine and Applied Arts,MA,Art History,,5,0,5,0,3,0,0,0,1,0,0,1,0,0,1,0,0,0,5
2016,Fine and Applied Arts,PHD,Art History,,14,1,13,0,7,0,0,2,0,0,0,5,0,1,0,0,0,4,10
2015,Fine and Applied Arts,MA,Art History,,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2015,Fine and Applied Arts,PHD,Art History,,18,1,17,0,11,0,0,2,0,0,0,5,0,1,0,0,0,3,15
2014,Fine and Applied Arts,MA,Art History,,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2014,Fine and Applied Arts,PHD,Art History,,17,0,17,0,10,0,0,2,0,0,0,5,0,1,0,0,0,2,15
2013,Fine and Applied Arts,MA,Art History,,5,0,5,0,4,0,0,1,0,0,0,0,0,0,1,0,0,2,3
2013,Fine and Applied Arts,PHD,Art History,,22,2,20,0,10,0,0,3,0,0,0,8,1,1,0,0,0,3,19
2012,Fine and Applied Arts,MA,Art History,,7,0,7,0,5,0,0,1,0,0,0,1,0,0,1,0,0,2,5
2012,Fine and Applied Arts,PHD,Art History,,17,3,14,0,9,0,0,1,0,0,0,6,1,0,0,0,0,1,16
2011,Fine and Applied Arts,MA,Art History,,7,0,7,0,4,0,0,1,0,0,0,2,0,0,0,0,0,2,5
2011,Fine and Applied Arts,PHD,Art History,,19,4,15,0,12,0,0,2,0,0,0,4,1,0,0,0,0,3,16
2010,Fine and Applied Arts,MA,Art History,,9,1,8,0,5,1,0,1,0,0,0,2,0,0,0,0,0,3,6
2010,Fine and Applied Arts,PHD,Art History,,19,4,15,0,12,0,0,2,0,0,0,4,1,0,0,0,0,2,17
2009,Fine and Applied Arts,MA,Art History,,12,2,10,0,9,0,0,0,0,0,0,2,1,0,0,0,0,5,7
2009,Fine and Applied Arts,PHD,Art History,,19,6,13,0,12,0,0,2,0,0,0,4,1,0,0,0,0,4,15
2008,Fine and Applied Arts,PHD,Art History,,19,3,16,0,13,0,0,3,0,0,0,3,0,0,0,0,0,7,12
2008,Fine and Applied Arts,MA,Art History,,17,4,13,0,11,1,0,0,0,0,0,3,2,0,0,0,0,4,13
2007,Fine and Applied Arts,MA,Art History,,15,3,12,0,9,1,0,0,0,0,0,4,1,0,0,0,0,4,11
2007,Fine and Applied Arts,PHD,Art History,,23,4,19,0,15,0,1,3,0,0,0,4,0,0,0,0,0,8,15
2006,Fine and Applied Arts,MA,Art History,,17,2,15,0,13,1,0,0,0,0,0,2,1,0,0,0,0,7,10
2006,Fine and Applied Arts,PHD,Art History,,18,3,15,0,12,0,1,2,0,0,0,3,0,0,0,0,0,7,11
2005,Fine and Applied Arts,MA,Art History,,15,2,13,0,11,1,1,0,0,0,0,2,0,0,0,0,0,7,8
2005,Fine and Applied Arts,PHD,Art History,,16,1,15,0,9,0,1,2,0,0,0,4,0,0,0,0,0,6,10
2004,Fine and Applied Arts,MA,Art History,,11,2,9,0,7,1,1,1,0,0,0,1,0,0,0,0,0,5,6
2004,Fine and Applied Arts,PHD,Art History,,14,1,13,0,8,0,1,3,0,0,0,2,0,0,0,0,0,6,8
2018,LAS,BALAS,Asian American Studies,,3,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,3,2,1
2017,LAS,BALAS,Asian American Studies,,2,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2
2013,LAS,MA,Asian Studies,,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2012,LAS,MA,Asian Studies,,6,5,1,0,4,1,0,0,0,0,0,1,0,0,0,0,0,1,5
2011,LAS,MA,Asian Studies,,8,5,3,0,5,1,0,0,0,0,0,2,0,0,0,0,0,4,4
2010,LAS,MA,Asian Studies,,12,6,6,0,6,1,0,0,0,0,0,4,1,0,0,0,0,6,6
2009,LAS,MA,Asian Studies,,10,2,8,0,3,0,0,1,0,0,0,6,0,0,0,0,0,2,8
2008,LAS,MA,Asian Studies,,15,4,11,0,6,0,0,1,0,0,0,8,0,0,0,0,0,4,11
2007,LAS,MA,Asian Studies,,13,3,10,0,3,1,0,0,0,0,0,8,1,0,0,0,0,1,12
2006,LAS,MA,Asian Studies,,10,5,5,0,4,1,0,0,1,0,0,3,1,0,0,0,0,3,7
